,0,1,2,3,4,5
0,25.99325562184374,-40.76452752231856,46.02003280843371,45.30538769843587,39.48453222393385,44.55465752796713
1,46.12148818243543,-17.91830094231684,71.05421101360733,68.23639610848366,57.1127072315454,54.32908362484102
2,40.80829764207019,-38.80169636956665,59.402607613160285,40.37977930062283,33.25303356122696,42.67541424313712
3,44.59730295871963,-11.746908099652504,50.93083123834809,42.668215409082265,42.79729869815138,47.76020260701995
4,15.190819827489573,-51.90958921772605,31.436991897355767,45.33744950804046,42.72439473878587,58.14693812362265
5,31.67059906828586,-12.79269475242268,64.52735916103981,24.069378133460425,18.051761275239663,28.21058726270985
6,28.351725417508337,-25.503071378232026,19.534743287311482,52.44391295134849,43.25532068176606,49.61136618407201
7,31.154357713032063,-54.15846229634238,24.228452522237482,45.34308824847626,45.38251720393404,46.39900485466458
8,7.8962673971143005,-17.286630183228024,13.604157567268187,64.26915920459355,56.53619552572319,38.89734363677929
9,9.220994368039156,-32.069378869094905,21.759413562905777,56.78854051590841,51.28229837321133,46.92749470238234
10,23.990552102055425,-12.193584176974806,39.37452660044928,57.66626314555537,57.392453745805156,63.55414516085374
11,26.583431870916527,-43.97170017811787,49.78730814767398,43.5968600511398,54.58655339752523,59.07664601318104
12,25.955101647831192,-21.5522895727211,21.131573372866924,39.024890110259335,40.06006701750505,41.43433020160656
13,43.816694191468116,-16.989647992034964,54.84184646203773,28.57402482568292,33.00068397612056,43.977974547224825
14,36.11822728854623,-21.17162574322067,50.081964287483906,19.725911383459138,35.5905435928462,37.83858504718923
15,11.179742040926357,-32.305982834859236,29.4997968429512,-19.67318875010794,11.765234060818832,11.901086413999247
16,-24.636055970728908,-27.9110564442855,28.085157648049226,-8.270092647392184,34.49529010101012,45.21154881737289
17,-42.16376269594499,-30.976502998158033,44.510625600626184,18.871705815253797,45.57827816446519,45.302775150185695
18,-38.32528472639112,-58.395996270595134,60.138878427653744,-10.618978628350785,10.016208673775704,21.7260539809648
19,-41.98723827998651,-19.58638816432016,32.6071604332862,13.9752189821551,31.53713502929326,28.211453437459134
20,-4.293955615341997,-11.357831118576396,85.64153588622055,-27.52771572686063,-34.89156510261447,11.395655644399946
21,-21.06833883591134,1.9475752207689996,24.699165481210578,-26.033852754872306,-24.82262816344791,-3.2840482504011894
22,-22.239648805122485,24.67073328513681,24.224466037384072,-18.518598861842612,-12.905713289181449,8.619771521580688
23,-37.88555402223733,24.428507026304956,31.912574847053683,-9.970136601086248,-19.84952139301025,-1.7990079540979214
24,-32.46266844590226,8.003232391086717,21.64908951360611,-14.753163251542102,-13.772328830776614,19.231303237575545
25,-36.040215436441855,30.50157785939539,-7.234025531446208,-23.840530113219643,-46.1968320698052,-51.681204009678694
26,-35.6082121102259,8.456778320366645,-44.007183501262496,-27.68041656622532,-28.79363891157195,-29.68878759070669
27,-12.773932693353377,55.028499801160365,-52.76863656472208,-30.178975909348313,-43.67763245304853,-72.29883274275568
28,-29.31402787391914,28.954660826403188,-36.65947714212621,-48.888619821239324,-38.96144184662812,-45.85089151014155
29,-26.249306456007286,45.61040306851809,-25.803818980617365,-35.34133550794252,-15.614426749453143,-26.325892880258614
30,26.2447090124668,61.01892129230355,-29.810488683097756,-4.323258417057978,-24.33563360452365,-50.90322037479561
31,30.41078039845914,39.70772478093819,-18.68560914010001,-33.69703534921753,-38.30914812994908,-56.64095842926639
32,3.4085481018750112,26.86366154830237,-10.048117946190953,-29.72936701239176,-39.360145632022906,-47.057087295357974
33,28.312397066990997,36.606387474281654,-37.34586728614767,-22.630626915508955,-29.341726533235562,-38.10676412994838
34,39.661509129893695,29.81758341080944,-78.24558041939152,-42.18991715997655,-38.27914020832757,-49.94920436733183
35,26.826817419094688,38.748806665751744,-34.52865598191939,-39.39064169689925,-38.406728120926445,-33.82068056451821
36,21.696319698756106,38.009913641461765,-21.655611220038498,-18.980650876231014,-18.95928634904028,-37.544858783573034
37,24.725421406441694,31.221715704983282,-38.69371303042091,-28.218450682019018,-30.072001058078378,-42.4772098414992
38,33.929722790928395,33.41731338281325,-6.704964188374878,-38.980462176827054,-49.655783087911225,-47.016062097724316
39,46.277597806610515,64.51196836696553,-15.035912011941281,-34.777372055173316,-40.31323521309325,-47.68752950981657
40,25.495718398369302,-36.67736047673558,-29.110611730921214,46.29036599345666,43.022421609823915,45.5902395394323
41,20.884287065457507,-42.270684693477094,17.15283303045673,38.418968797330265,41.59073852823023,52.83541972594945
42,37.054354398031116,-26.410805348379945,18.061406954993345,40.821940493092434,40.450782141073546,37.820706266915614
43,20.227337175476958,-15.978180076138546,-12.603199483333135,48.890784473172204,57.67035744209611,65.52936397603321
44,14.746106604325835,-15.322779373101323,-24.093778908740536,77.96873369189852,65.40848459894126,56.02745667158137
45,-33.07209095004415,-20.95700824946034,-5.0183638952775755,60.14907044863283,57.47928965060172,46.78528876545419
46,-34.5405921355666,-39.55022949695665,-26.820882364841,41.361914319739206,45.29705393803971,49.442919775927926
47,-45.2528988277775,-34.3649277561147,-5.589183534927356,49.26709047044809,40.57637062185546,40.314045831184714
48,-35.56596939965401,23.168186918757836,-45.59703777486431,56.52025134635259,50.854664466931254,37.79951133132378
49,-57.14463267252229,-15.898730619447335,-27.01568286058813,59.44507451766234,52.18571694052311,30.637335913029094
50,-29.38089476499245,-48.90636518082796,-27.357401053032053,41.13381306798461,48.49203875143351,55.961485166204454
51,-22.989995862569963,-50.10232814616968,-4.435457697122749,46.33016770763169,58.0309392063768,56.566023515732525
52,-37.87257563364805,-42.42310195962678,-37.574631756708804,25.743781780207442,39.12436111212404,31.187157153809693
53,-41.51312124551748,-25.92698664786685,-28.00956521905008,43.67534230498984,48.80400995614968,48.425801989491504
54,-48.11238699396026,-1.7438885497209486,-50.328073623406944,67.57148950917276,67.40790264715646,49.10685128291845
55,-26.40845399758753,-18.004426883153325,-43.83228464317628,-14.009887944233693,2.2553540188903316,6.9954241910292545
56,-9.23388940744176,-45.38521330514045,-30.41645996922304,-9.037958998010842,28.230796562548374,47.16593016957228
57,-17.52277863908815,-15.02035077499242,-40.57012545611417,-10.605462108986117,9.479345020914758,12.870903152853277
58,-24.738470686050402,-18.30316898112392,-40.91067517317469,2.532279022601376,29.08254897178711,12.398798200389312
59,-38.33050002272901,-19.225581349959743,-21.400857265241775,4.337682388603556,26.770303830174825,30.013551924581417
60,60.54304048839089,-47.45698976899931,69.1420791796737,-39.772199030598834,-32.91810332648396,1.5352645234018885
61,37.71906009737324,-4.464854079569178,32.641181501402386,-19.131185039529313,-18.137101575159743,4.193664726498659
62,24.079876706024645,-40.2739938032304,43.98079957819556,-39.4314075650423,-38.45455169983283,8.968460991545184
63,24.029549449041376,-78.65743370875104,69.90592093859188,-42.73591400063546,-21.70714595416073,24.41571666092817
64,33.13053539149884,-40.85598955837133,64.53441469803374,-64.40043275706883,-51.64200263569839,-3.9164058721085775
65,22.034551059703116,37.90504335496142,28.532912754773825,-56.209531270039605,-69.97710597950527,-73.7282983235001
66,38.74630541506348,19.72172336205368,57.38027829832502,-44.20391160134079,-53.32672738925504,-50.92310581185697
67,20.932230544239673,36.455599912056925,34.783581473642364,-46.35922936090468,-72.16647752101733,-83.46235424207376
